Gene	N_mutations	Mean	Median	95CI_lower	95CI_upper	Min	Max	MSC	Source
TLX1	13	23.30846154	21.3	7.368927265	39.24799581	11.53	32	2.154102481	1000G
TLX1NB	31	9.697645161	5.629	0.008	34.57473078	0.008	32	2.413969965	1000G
TLX2	23	23.23230435	24.9	4.218172545	42.24643615	8.613	37	0.966638071	1000G
TLX3	14	23.96857143	23.6	16.62407037	31.31307249	19.83	29.1	5.642204229	1000G
TM2D2	19	20.42	22.2	7.096682398	33.7433176	10.93	32	2.051498147	1000G
TM2D3	21	18.09757143	20.9	0.064	41.3124446	0.064	31	2.834959042	1000G
TM4SF1	14	23.0505	24.25	0.260810746	45.84018925	8.067	38	3.544321026	1000G
TM4SF1-AS1	11	20.94609091	23.6	8.067	42.609818	8.067	38	2.4171939	1000G
TM4SF18	10	20.5764	21.65	4.652	45.55732377	4.652	39	1.13014006	1000G
TM4SF18-AS1	10	20.5764	21.65	4.652	45.55732377	4.652	39	1.13014006	1000G
TM4SF19	17	18.54035294	22.6	0.025	47.28386278	0.025	39	2.694391934	1000G
TM4SF19-AS1	17	18.54035294	22.6	0.025	47.28386278	0.025	39	2.694391934	1000G
TM4SF20	13	12.79707692	13.29	0.003	40.13304475	0.003	33	2.39703559	1000G
TM4SF4	18	19.60783333	22.45	0.048	45.15932783	0.048	33	2.777290485	1000G
TM4SF5	18	15.17827778	14.795	0.3	37.20260459	0.3	32	3.685570258	1000G
TM6SF1	15	22.95266667	22.2	11.82411633	34.08121701	13.57	29.3	3.833185406	1000G
TM6SF2	37	19.88662162	22.5	1.381	41.907451	1.381	33	7.581802142	1000G
TM7SF3	29	17.41513793	19.72	0.068	37.70246937	0.068	27.9	2.849376181	1000G
TM9SF1	49	22.1877551	22.9	5.822435207	38.553075	1.074	35	1.571256642	1000G
TM9SF2	12	23.02	23.95	8.802588882	37.23741112	12.42	31	2.694424498	1000G
TM9SF3	14	19.866	19.8	0.709	49.1054461	0.709	39	5.159722747	1000G
TM9SF4	13	26.20769231	24.2	13.5063315	38.90905312	20.4	34	4.467182917	1000G
TMA7	9	21.61911111	23.2	14.00867379	29.22954843	0.322	33	4.656506949	1000G
TMA7B	7	18.45857143	19.43	10.13848828	26.77865457	5.58	34	3.197901645	1000G
TMBIM4	8	16.584	18.075	7.245478673	25.92252133	0.326	29.4	2.107576863	1000G
TMBIM6	12	19.33575	20.485	5.569916267	33.10158373	5.779	25	1.476086665	1000G
TMBIM7P	9	16.49822222	16.26	8.741973011	24.25447143	5.061	29.4	2.671579435	1000G
TMC2	71	22.99291549	26.8	0.028	49.5034312	0.028	34	2.705204789	1000G
TMC3	73	18.74112329	19.99	0.001	45.29257353	0.001	41	2.39026184	1000G
TMC3-AS1	82	19.32343902	20.195	0.001	47.07822456	0.001	55	2.39026184	1000G
TMC5	67	16.27492537	18.29	0.009	46.51450597	0.009	50	2.41735684	1000G
TMCC1	11	21.85636364	22.4	12.58343491	31.12929236	15.14	27.4	4.119359315	1000G
TMCC2	34	24.19461765	24.6	5.527344409	42.86189089	0.851	34	1.460042075	1000G
TMCC2-AS1	5	25.232	27.7	17.56639293	32.89760707	17.34	34	5.997349139	1000G
TMCC3	28	21.24121429	22.8	0.057	44.95795927	0.057	38	2.809729048	1000G
TMCO2	4	17.217	18.28	2.462757057	31.97124294	0.308	32	0.30505264	1000G
TMCO3	46	18.41936957	22	0.078	37.33469903	0.078	29.8	2.885419029	1000G
TMCO4	73	20.86350685	23.3	0.002	47.12304595	0.002	48	2.393648715	1000G
TMCO5A	13	15.08592308	16.11	1.588	36.13454243	1.588	25.9	1.588	1000G
TMED10	7	23.48428571	23.4	20.57373185	26.39483958	17.79	28.5	7.130762642	1000G
TMED11P	3	19.77333333	23.8	10.01549617	29.5311705	10.52	25	3.151548066	1000G
TMED2	7	23.70714286	21.8	18.98400214	28.43028358	18.06	33	6.531621285	1000G
TMED3	14	25.372	24.9	2.686233012	48.05776699	9.668	39	0.389276824	1000G
TMED4	22	22.17268182	23.5	0.715238892	43.63012474	0.425	33	5.182209491	1000G
TMED5	7	25.03228571	27.1	17.19789407	32.86667736	6.426	34	5.858468357	1000G
TMED6	37	20.48343243	23.4	0.001	43.71398944	0.001	33	2.39026184	1000G
TMED7	4	24.8475	22.485	11.97166586	37.72333414	14.42	40	3.888794248	1000G
TMED8	54	14.6655	16.675	0.011	41.95813914	0.011	39	2.643931947	1000G
TMED9	7	20.64885714	24.7	11.77545579	29.5222585	1.102	29.2	3.8148461	1000G
TMEFF1	23	23.25582609	23.8	9.331041748	37.18061043	9.594	33	2.893589151	1000G
TMEFF2	7	24.75714286	22.7	20.89888488	28.61540083	20.6	32	7.253307139	1000G
TMEM100	5	14.874	15.58	7.690886615	22.05711339	7.479	24.1	2.275443335	1000G
TMEM102	38	21.36602632	24.3	0.052	43.97399207	0.052	32	2.791707624	1000G
TMEM104	94	19.97401064	20.55	1.696653754	38.25136752	0.004	40	0.016321689	1000G
TMEM105	18	3.9425	2.372	0.1	15.62061414	0.1	17.96	2.964713295	1000G
TMEM106A	18	21.04822222	21.3	3.001909841	39.0945346	0.018	38	0.508249906	1000G
TMEM106B	2	13.0055	13.0055	0.011	36.67350516	0.011	26	2.643931947	1000G
TMEM109	19	18.88836842	20.8	1.033	38.41256347	1.033	28.7	6.327511027	1000G
TMEM11	5	21.396	22.4	19.11477949	23.67722051	17.68	23.2	6.580908983	1000G
TMEM116	20	15.7085	15.895	1.005386226	30.41161377	4.913	25.2	6.227983119	1000G
TMEM117	22	22.0105	23	7.309029967	36.71197003	6.291	38	2.131528236	1000G
TMEM119	25	18.63124	20.2	0.007	46.11385598	0.007	40	2.41058309	1000G
TMEM120B	24	21.25633333	22.95	1.823860405	40.68880626	0.661	33	0.064263654	1000G
TMEM121	6	22.4	21.9	19.73761738	25.06238262	18.5	26.9	6.815645705	1000G
TMEM121B	17	17.89411765	17.4	6.569284166	29.21895113	7.91	27.4	1.852730967	1000G
TMEM123	8	13.076	13.222	4.310163076	21.84183692	1.436	25.9	1.001307695	1000G
TMEM123-DT	2	22.5	22.5	19.40364317	25.59635683	20.8	24.2	6.689776661	1000G
TMEM125	19	20.71994737	22.7	4.026717229	37.41317751	1.289	26.2	0.894481907	1000G
TMEM128	6	20.1485	23.5	10.45651112	29.84048888	0.091	27.7	3.317758896	1000G
TMEM129	30	18.65703333	20.8	1.932	39.04315822	1.932	32	0.105019578	1000G
TMEM130	30	17.72406667	19.315	0.625	38.27857986	0.625	34	4.856962823	1000G
TMEM131	68	22.42327941	23.55	5.963597027	38.8829618	0.002	33	1.624458065	1000G
TMEM131L	79	17.65634177	19.72	0.017	37.43021639	0.017	33	2.665557656	1000G
TMEM132A	90	21.29828889	22.8	0.002	43.20514009	0.002	44	2.393648715	1000G
TMEM132B	40	17.3536	19.07	0.01	36.49949301	0.01	29.4	2.420743715	1000G
TMEM132C	77	17.72963636	20.5	0.005	37.5382928	0.005	28	2.40380934	1000G
TMEM132D	54	16.1497037	18.885	0.002	41.07523244	0.002	37	2.393648715	1000G
TMEM132D-AS2	3	25.46666667	26.4	22.73436226	28.19897107	22.9	27.1	7.945066497	1000G
TMEM132E-DT	13	7.227384615	7.709	0.089063256	14.36570597	1.351	11.9	2.925294155	1000G
TMEM135	18	23.77444444	23.05	10.6501954	36.89869349	13.1	32	3.390755116	1000G
TMEM139	22	18.23204545	19.51	0.936954383	35.52713653	0.977	27.5	5.981335267	1000G
TMEM139-AS1	44	18.48088636	20.3	0.016	39.80925418	0.016	33	2.661953371	1000G
TMEM140	25	15.69212	16.21	0.204	39.14754131	0.204	33	3.339558916	1000G
TMEM141	10	19.1661	22.55	0.475416315	37.85678368	2.361	25	4.31782062	1000G
TMEM143	40	23.058975	23.4	4.481868059	41.63608194	0.01	40	1.066020303	1000G
TMEM144	15	23.27606667	24.7	4.182603089	42.36953024	9.331	39	0.953232564	1000G
TMEM145	42	20.21666667	21.2	0.049	40.73366485	0.049	40	2.78089477	1000G
TMEM14A	6	25.85833333	24.15	19.67810097	32.0385657	19.75	38	6.793215009	1000G
TMEM14B-DT	7	18.92942857	21.3	4.99246821	32.86638893	0.073	37	1.25845658	1000G
TMEM14C	8	22.99	24.75	19.84998326	26.13001674	16.06	26.1	6.85799444	1000G
TMEM14EP	10	3.1594	2.709	0.107484394	6.211315606	1.823	5.692	2.991689181	1000G
TMEM150A	9	22.85011111	23.6	16.45650153	29.24372069	5.691	33	5.579050461	1000G
TMEM150B	22	18.06559091	18.985	1.32827433	34.80290749	0.722	25.7	7.39176381	1000G
TMEM150C	8	23.16375	25.05	19.70979696	26.61770304	17.27	28.7	6.805160674	1000G
TMEM154	13	22.17338462	26.6	0.723766935	43.6230023	0.094	31	5.212946987	1000G
TMEM156	14	12.41142857	13.14	0.06	32.13184993	0.06	25.7	2.820541903	1000G
TMEM160	17	20.35005882	21.5	0.279	44.71335676	0.279	42	3.609880277	1000G
TMEM161A	29	22.73586207	24.5	1.82	46.74581362	1.82	48	0.062808735	1000G
TMEM164	7	13.83257143	13.07	4.374573811	23.29056905	0.005	24.5	1.025582975	1000G
TMEM167A	4	23.805	23.65	17.35435054	30.25564946	16.92	31	5.917434069	1000G
TMEM167B	3	25.26666667	25.3	23.86983057	26.66350276	24.1	26.4	8.373004667	1000G
TMEM167B-DT	3	25.26666667	25.3	23.86983057	26.66350276	24.1	26.4	8.373004667	1000G
TMEM168	31	23.09093548	23.7	9.158809355	37.02306161	7.769	39	2.828677772	1000G
TMEM169	23	19.304	20.7	0.072	38.85426191	0.072	29	2.863793321	1000G
TMEM17	7	13.26471429	16.63	4.29665616	22.23277241	0.038	24.5	0.996217174	1000G
TMEM170A	10	23.531	22.25	12.14132213	34.92067787	17.99	33	3.952734734	1000G
TMEM170B	3	21.70333333	23.2	16.19763809	27.20902857	16.61	25.3	5.481489354	1000G
TMEM171	36	14.744	16.025	0.003	39.81786588	0.003	34	2.39703559	1000G
TMEM174	17	19.25488235	22.5	0.027	44.54649318	0.027	37	2.701600504	1000G
TMEM176A	22	13.14836364	14.69	0.03	38.09514368	0.03	34	2.712413358	1000G
TMEM176B	31	14.83816129	17.51	0.03	40.03939401	0.03	34	2.712413358	1000G
TMEM177	22	14.11204545	16.18	0.002	37.92553157	0.002	29.5	2.393648715	1000G
TMEM178A	6	21.99	22.6	18.54465779	25.43534221	17	26.8	6.366040077	1000G
TMEM178B	11	27.14545455	25.8	17.05965347	37.23125562	21.5	34	5.806367891	1000G
TMEM179	21	15.0842381	16.44	0.004	36.27970055	0.004	31	2.400422465	1000G
TMEM179B	54	18.26107407	20.285	0.001	42.56560207	0.001	41	2.39026184	1000G
TMEM18	6	11.966	12.7195	2.426797854	21.50520215	0.003	23.6	0.291500245	1000G
TMEM18-DT	4	12.67325	12.7195	2.186642807	23.15985719	1.654	23.6	0.200990003	1000G
TMEM181	38	19.80744737	21.7	0.551	42.05827783	0.551	33	4.590245747	1000G
TMEM182	19	22.48468421	24.8	3.517661135	41.45170729	2.679	32	0.702627558	1000G
TMEM183A	14	21.29014286	22.35	7.625350129	34.95493558	7.742	27.4	2.250743779	1000G
TMEM184A	45	17.85542222	22.7	0.001	43.38878774	0.001	33	2.39026184	1000G
TMEM184B	19	21.94973684	24.2	2.60396399	41.29550969	0.364	33	0.358271067	1000G
TMEM184C	50	20.04694	19.59	3.622927197	36.4709528	1.268	37	0.742300498	1000G
TMEM185A	3	20.73666667	18.76	16.24949064	25.22384269	18.45	25	5.501031673	1000G
TMEM185B	16	19.4925625	21.65	1.340779388	37.64434561	0.01	29.5	7.4368356	1000G
TMEM19	21	20.69314286	21.5	0.026	44.20932168	0.026	41	2.697996219	1000G
TMEM190	16	17.7260625	22.2	0.013	44.16328961	0.013	32	2.651140517	1000G
TMEM192	13	18.77307692	19.54	4.715817152	32.83033669	10.2	25.2	1.154191629	1000G
TMEM196	8	24.5975	24.2	20.46095314	28.73404686	18.28	34	7.088258315	1000G
TMEM198	91	23.6893956	24	8.2382602	39.14053101	9.625	45	2.481738877	1000G
TMEM198B	64	20.17771875	20.7	0.474888221	39.88054928	1.962	40	4.315917216	1000G
TMEM200A	28	20.05035714	19.675	7.329413695	32.77130059	8.81	27.9	2.139210507	1000G
TMEM200B	15	22.36666667	21.8	11.66341486	33.06991847	12.1	29.9	3.772619833	1000G
TMEM200C	22	18.03740909	20.09	0.129	38.18235074	0.129	28.8	3.069237555	1000G
TMEM201	42	20.16304762	22.85	0.011	45.07191138	0.011	34	2.643931947	1000G
TMEM202	11	15.31663636	17.57	1.692	34.17566809	1.692	27	0.014567771	1000G
TMEM205	14	19.46714286	20.015	1.045570184	37.88871553	8.171	36	6.372817551	1000G
TMEM207	17	12.70041176	16.23	0.018	36.61770206	0.018	25.3	2.669161941	1000G
TMEM208	48	20.765	22.2	1.183557465	40.34644253	0.473	37	6.870163013	1000G
TMEM209	26	23.29923077	23.2	10.2512634	36.34719814	14.79	39	3.240404617	1000G
TMEM210	32	18.50753125	20.02	0.193	38.32055322	0.193	33	3.299911783	1000G
TMEM212	6	14.2765	17.11	2.963711327	25.58928867	0.459	28.5	0.493853553	1000G
TMEM212-AS1	6	14.2765	17.11	2.963711327	25.58928867	0.459	28.5	0.493853553	1000G
TMEM213	17	14.63776471	15.25	0.942	34.71599063	0.942	25.8	5.999521109	1000G
TMEM214	36	19.80694444	20.6	0.015	41.97663559	0.015	33	2.658349086	1000G
TMEM215	12	19.74041667	23.75	0.021	41.32089401	0.021	27.6	2.679974795	1000G
TMEM217	13	14.31007692	15.36	0.227	41.11601999	0.227	35	3.422457467	1000G
TMEM217B	13	14.31007692	15.36	0.227	41.11601999	0.227	35	3.422457467	1000G
TMEM219	10	15.2739	15.19	1.123	37.37588755	1.123	25.4	6.65189666	1000G
TMEM220-AS1	5	8.2742	1.675	0.443	18.83389477	0.443	21.3	4.200982987	1000G
TMEM221	18	18.51594444	21.5	0.034	43.7817007	0.034	41	2.726830498	1000G
TMEM223	63	18.47403175	21	0.001	42.40547953	0.001	41	2.39026184	1000G
TMEM225	18	10.66244444	8.909	0.004	31.67352087	0.004	22.3	2.400422465	1000G
TMEM229A	11	18.76	19.4	0.512951718	37.00704828	7.879	29.7	4.453108902	1000G
TMEM229B	3	20.81666667	20.5	17.4911006	24.14223274	18.25	23.7	5.968972775	1000G
TMEM233	5	23.012	23.7	20.18398435	25.84001565	18.66	25.4	6.983873617	1000G
TMEM234	32	20.32946875	22.15	0.021	44.60726785	0.021	39	2.679974795	1000G
TMEM235	4	13.28225	15.125	2.256540602	24.3079594	0.079	22.8	0.227333261	1000G
TMEM236	4	22.95	21.655	13.81301479	32.08698521	15.49	33	4.58276649	1000G
TMEM238	24	19.76070833	24	0.013	44.22400342	0.013	32	2.651140517	1000G
TMEM239	18	15.27211111	16.845	0.056	38.915749	0.056	34	2.806124764	1000G
TMEM241	23	23.12321739	23.8	5.208508936	41.03792585	0.374	33	1.339878555	1000G
TMEM242	9	15.37311111	12.52	7.854071971	22.89215025	0.023	31	2.336945045	1000G
TMEM242-DT	6	12.6355	12.31	5.282838636	19.98816136	0.023	23.8	1.367892121	1000G
TMEM243	15	21.33933333	22.3	12.11206959	30.56659707	13.91	28.7	3.941709961	1000G
TMEM244	11	14.63936364	17.5	0.091	37.54335843	0.091	28.2	2.932274732	1000G
TMEM245	30	18.59896667	22.6	0.001	45.24372976	0.001	34	2.39026184	1000G
TMEM246-AS1	17	20.19976471	21.7	2.241195365	38.15833405	1.179	32	0.221549909	1000G
TMEM247	24	19.50341667	21.3	1.809953653	37.19687968	0.534	28.7	0.059022442	1000G
TMEM248	12	21.92	21.25	12.58357514	31.25642486	15.88	27.6	4.119412164	1000G
TMEM25	42	23.25557143	24	5.579645724	40.93149713	1.166	33	1.479753527	1000G
TMEM250	5	16.5954	23.6	2.085436241	31.10536376	0.308	31	0.162847017	1000G
TMEM252	10	13.2795	11.255	1.674	38.34887303	1.674	32	0.007783885	1000G
TMEM252-DT	10	13.2795	11.255	1.674	38.34887303	1.674	32	0.007783885	1000G
TMEM253	10	21.0595	22.55	1.615	46.38498013	1.615	39	1.615	1000G
TMEM255A	30	17.3883	18.64	0.007	38.61719882	0.007	37	2.41058309	1000G
TMEM255B	39	15.89825641	16.98	0.004	35.98938109	0.004	26.7	2.400422465	1000G
TMEM256	4	24.905	26.15	20.57004783	29.23995217	19.32	28	7.129374199	1000G
TMEM26	22	21.24472727	22.1	0.034	48.27193948	0.034	40	2.726830498	1000G
TMEM26-AS1	4	28.4075	27.65	18.03329602	38.78170398	18.33	40	6.173316757	1000G
TMEM262	37	20.44151351	21.5	4.126615447	36.75641158	7.208	34	0.9321318	1000G
TMEM263	21	17.7592381	20.6	0.448	44.16510602	0.448	41	4.219004411	1000G
TMEM267	15	20.0538	23.9	1.329562931	38.77803707	1.377	27.7	7.396408296	1000G
TMEM268	15	19.7936	22.6	0.544	39.95759281	0.544	28	4.565015753	1000G
TMEM270	26	15.12096154	16.66	0.005	39.88163781	0.005	34	2.40380934	1000G
TMEM273	5	18.342	20.4	12.2440968	24.4399032	10.21	23.9	3.99146871	1000G
TMEM275	5	21.158	21.3	17.44452667	24.87147333	15.73	24.5	5.951419876	1000G
TMEM276	35	18.28322857	20.2	1.712985992	34.85347115	0.31	28.5	0.022477025	1000G
TMEM276-ZFTRAF1	38	18.6635	20.35	2.391081827	34.93591817	0.31	28.5	0.278039498	1000G
TMEM277P	17	17.89252941	19.57	0.001	41.94422297	0.001	35	2.39026184	1000G
TMEM30A	12	23.70333333	24.5	10.47016087	36.93650579	16.6	33	3.32290325	1000G
TMEM30A-DT	46	21.30315217	22.85	7.634098763	34.97220558	0.029	31	2.254040986	1000G
TMEM30B	17	22.871	23.3	6.779229227	38.96277077	9.007	37	1.931855593	1000G
TMEM30BP1	3	5.546	1.395	0.143	15.62148933	0.143	15.1	3.119697542	1000G
TMEM30CP	9	2.032333333	1.45	0.676947475	3.387719192	0.271	6.184	5.044196316	1000G
TMEM31	9	13.86211111	14.66	5.705144363	22.01907786	0.005	36	1.527051771	1000G
TMEM33	11	24.99909091	25.6	16.84619846	33.15198336	18.99	29.3	5.725920426	1000G
TMEM35A	9	8.611111111	1.029	1.075377573	16.14684465	0.475	19.42	6.480251869	1000G
TMEM35B	23	16.31204348	18.24	0.867	34.62968843	0.867	24.5	5.729199748	1000G
TMEM37	20	15.5619	14.84	0.029	38.28263626	0.029	36	2.708809074	1000G
TMEM38A	15	20.3736	23.4	6.098	40.85313451	6.098	34	1.675112198	1000G
TMEM39B	12	23.58833333	23.8	15.82998398	31.34668269	17.12	27	5.342926942	1000G
TMEM40	26	18.39384615	22	0.015	42.93816317	0.015	34	2.658349086	1000G
TMEM41A	32	22.10634375	24.3	3.642422587	40.57026491	2.89	33	0.74964797	1000G
TMEM41B	9	19.106	20.6	12.46505179	25.74694821	0.034	26.5	4.074742786	1000G
TMEM42	9	22.74711111	24	15.05888508	30.43533714	0.024	33	5.052313239	1000G
TMEM44	42	16.84278571	20.25	0.162	40.36520506	0.162	29.6	3.188178954	1000G
TMEM44-AS1	3	13.26	12.63	10.41923408	16.10076592	11.3	15.85	3.303709831	1000G
TMEM44-AS2	18	23.78555556	23.3	13.71325336	33.85785775	18.96	32	4.545168152	1000G
TMEM45B	18	16.47144444	20.65	0.012	44.71140614	0.012	34	2.647536232	1000G
TMEM47	2	27.1	27.1	24.00364317	30.19635683	25.4	28.8	8.423436299	1000G
TMEM50A	4	23.8025	24.8	18.52165434	29.08334566	17.31	28.3	6.357370478	1000G
TMEM51	33	13.60030303	18.66	0.027	40.22011569	0.027	29.1	2.701600504	1000G
TMEM51-AS1	9	19.31511111	20.3	13.38258939	25.24763284	4.546	31	4.420546676	1000G
TMEM51-AS2	10	1.6696	1.215	0.027	6.5599031	0.027	6.793	2.701600504	1000G
TMEM52	36	20.05975	22.3	2.404759667	37.71474033	0.003	32	0.283194437	1000G
TMEM52B	17	14.63617647	14.47	0.007	40.58246886	0.007	28.5	2.41058309	1000G
TMEM54	28	20.78239286	20.63	0.044	43.59756535	0.044	41	2.762873346	1000G
TMEM59	7	28.7	29.4	24.20436796	33.19563204	23.2	36	8.499085962	1000G
TMEM60	4	22.145	22.5	18.58767925	25.70232075	17.98	25.6	6.382254111	1000G
TMEM61	19	10.55152632	10.29	0.025	30.80322578	0.025	22.2	2.694391934	1000G
TMEM62	32	24.75596875	24.75	5.308675853	44.20326165	9.491	41	1.377629716	1000G
TMEM64	16	19.837875	22.25	0.715	43.13740681	0.715	33	5.181348456	1000G
TMEM65	6	23.49	24.05	16.92154549	30.05845451	13.33	33	5.754317405	1000G
TMEM68	7	16.02085714	19.16	8.259633964	23.78208032	0.045	24.7	2.489794275	1000G
TMEM69	15	17.03326667	19.27	2.316	39.10784424	2.316	28.5	0.249742469	1000G
TMEM69P1	2	20.945	20.945	14.10569419	27.78430581	17.19	24.7	4.693072243	1000G
TMEM71	24	18.13879167	23.6	0.024	47.58460818	0.024	36	2.69078765	1000G
TMEM72	19	19.41752632	19.27	2.900243909	35.93480872	7.903	32	0.469933792	1000G
TMEM72-AS1	19	19.41752632	19.27	2.900243909	35.93480872	7.903	32	0.469933792	1000G
TMEM74	17	19.96705882	20	0.348	42.71717576	0.348	38	3.858575929	1000G
TMEM74B	26	20.72046154	21.3	0.704639066	40.73628401	5.973	33	5.144004701	1000G
TMEM78	7	0.847857143	0.674	0.489836941	1.205877345	0.496	1.602	4.369796662	1000G
TMEM79	62	21.15020968	23.85	0.002	43.25101279	0.002	40	2.393648715	1000G
TMEM81	14	12.30892857	11.528	0.008	35.64302134	0.008	23.9	2.413969965	1000G
TMEM82	56	20.97244643	23.1	2.116093843	39.82879901	1.349	34	0.174401331	1000G
TMEM86A	33	20.91854545	20.6	4.172767935	37.66432297	7.782	38	0.949525866	1000G
TMEM86B	58	8.392896552	6.195	0.006	29.79996724	0.006	28.8	2.407196215	1000G
TMEM87A	19	22.93736842	21.4	8.152663636	37.72207321	13.2	33	2.449479027	1000G
TMEM87B	17	23.02176471	24.5	8.638188773	37.40534064	14.48	33	2.632464969	1000G
TMEM88B	10	12.575	15.075	0.012	31.54296055	0.012	21.6	2.647536232	1000G
TMEM89	24	14.13675	16.155	0.316	34.03868062	0.316	24.9	3.743238815	1000G
TMEM8B	97	18.2783299	19.37	0.126	41.26305187	0.126	38	3.058424701	1000G
TMEM9	5	23.454	23	18.7989891	28.1090109	19.17	31	6.461893105	1000G
TMEM92	6	10.58583333	10.7785	3.437668971	17.7339977	0.536	20.3	0.672479909	1000G
TMEM92-AS1	5	9.353	9.167	1.512239505	17.19376049	0.536	20.3	8.054826698	1000G
TMEM95	23	16.78521739	19	0.039	38.56919835	0.039	31	2.744851922	1000G
TMEM97	16	17.7365	20.7	0.477	37.58493915	0.477	30	4.32352867	1000G
TMEM9B	8	20.455	19.2	14.58930162	26.32069838	12.09	32	4.875335437	1000G
TMEM9B-AS1	4	14.66	15.025	12.59762675	16.72237325	12.09	16.5	4.124707973	1000G
TMF1	61	20.56057377	22.8	0.003	42.50642544	0.003	40	2.39703559	1000G
TMIGD1	14	12.31678571	10.7985	0.007	38.46356271	0.007	26.3	2.41058309	1000G
TMIGD2	43	15.277	16.71	0.083	42.09040763	0.083	35	2.903440454	1000G
TMIGD3	25	17.0486	15.43	0.005	42.71966041	0.005	37	2.40380934	1000G
TMOD1	18	21.20611111	22.1	0.415	47.32182628	0.415	38	4.100063012	1000G
TMOD2	16	23.7251875	24.8	7.304157777	40.14621722	2.483	32	2.129691993	1000G
TMOD3	13	23.97230769	25.4	12.85141365	35.09320173	10.64	27.7	4.220355822	1000G
TMPRSS11A	24	20.68508333	23	0.074	50.07048947	0.074	36	2.87100189	1000G
TMPRSS11B	24	14.10429167	18.52	0.01	41.28514085	0.01	34	2.420743715	1000G
TMPRSS11BNL	9	8.882444444	8.334	3.827466987	13.9374219	2.114	20.8	0.819387972	1000G
TMPRSS11D	17	15.76082353	17.36	0.301	38.70579971	0.301	28.9	3.689174543	1000G
TMPRSS11E	18	24.82633333	24.75	4.449074915	45.20359175	5.714	44	1.05366114	1000G
TMPRSS11F	27	17.87748148	17.3	0.318	41.6711313	0.318	39	3.750447385	1000G
TMPRSS12	23	13.0083913	14.71	0.103	36.59860427	0.103	29.8	2.97552615	1000G
TMPRSS13	43	18.13118605	21.2	0.026	40.70176139	0.026	35	2.697996219	1000G
TMPRSS2	33	14.27063636	17.2	0.08	37.37311422	0.08	25.9	2.892627599	1000G
TMPRSS7	51	23.05933333	24	2.818211849	43.30045482	1.913	45	0.439017342	1000G
TMSB4XP2	3	24.24333333	25.2	18.16711351	30.31955316	18.83	28.7	6.223750233	1000G
TMSB4XP6	3	12.34133333	17.1	0.044	25.38261831	0.044	19.88	2.762873346	1000G
TMT1A	11	22.29327273	24	1.377960716	43.20858474	2.856	36	7.570847697	1000G
TMT1AP1	6	22.43333333	21.95	16.39410554	28.47256113	13.6	32	5.555534503	1000G
TMT1B	24	22.1375	21.65	6.709652778	37.56534722	13.77	36	1.905633445	1000G
TMTC1	35	19.072	21.8	0.028	45.28100772	0.028	38	2.705204789	1000G
TMTC2	35	23.35014286	24.5	7.471033536	39.22925218	0.005	34	2.192584551	1000G
TMTC4	37	19.32689189	21.6	0.009	41.51119016	0.009	29.6	2.41735684	1000G
TMUB1	48	18.94670833	19.285	0.018	38.76208386	0.018	32	2.669161941	1000G
TMUB2	23	21.91395652	20.8	3.153529771	40.67438327	8.711	40	0.565392809	1000G
TMX1	7	23.40857143	24	20.2864705	26.53067236	19.43	28.8	7.022498855	1000G
TMX1P1	10	16.168	17.41	0.5	34.67344612	0.5	27.6	4.406427221	1000G
TMX2P1	10	17.7023	19.77	0.848594026	34.55600597	0.623	25.1	5.662859374	1000G
TMX3	21	17.47980952	19.7	0.097	41.19613639	0.097	33	2.953900441	1000G
TMX4	19	15.99594737	21	0.111	41.87314949	0.111	26.3	3.004360428	1000G
TMX4-AS1	2	17.725	17.725	7.206493726	28.24350627	11.95	23.5	2.092884118	1000G
TNF	40	17.678725	18.66	0.066	38.63352259	0.066	36	2.842167612	1000G
TNFAIP1	15	25.80733333	24.6	9.580517873	42.03414879	14.51	40	2.987612345	1000G
TNFAIP2	29	15.00813793	15.64	0.003	36.93589017	0.003	36	2.39703559	1000G
TNFAIP6	9	21.23222222	23.2	16.49235277	25.97209167	11.94	31	5.592562169	1000G
TNFAIP8	9	21.66111111	24	17.42893918	25.89328304	10.04	26.3	5.945545223	1000G
